"Story","Title","Result","Date","Stability","Duration (s)"
"When checking in to the pet hotel","Petra books her pet cat into the hotel","SUCCESS","2024-02-09T14:26:45.706886419Z[Etc/UTC]","0.0","0.59"
"When checking in to the pet hotel","Petra checks her cat out of the hotel","SUCCESS","2024-02-09T14:26:46.36412042Z[Etc/UTC]","0.0","0.03"
